"Notes","Disease","Disease Code","Year","Year Code","Race/Ethnicity","Race/Ethnicity Code","Sex","Sex Code","Age","Age Code",STD Cases,Population,Rate
,"Chlamydia","274","2000","2000","Black or African American","2054-5","Male","M","Unknown","99",242,Not Applicable,Not Applicable
,"Chlamydia","274","2000","2000","Black or African American","2054-5","Unknown","U","0-14 years","0-14",1,Not Applicable,Not Applicable
,"Chlamydia","274","2000","2000","Black or African American","2054-5","Unknown","U","15-19 years","15-19",26,Not Applicable,Not Applicable
,"Chlamydia","274","2000","2000","Black or African American","2054-5","Unknown","U","20-24 years","20-24",15,Not Applicable,Not Applicable
,"Chlamydia","274","2000","2000","Black or African American","2054-5","Unknown","U","25-29 years","25-29",7,Not Applicable,Not Applicable
,"Chlamydia","274","2000","2000","Black or African American","2054-5","Unknown","U","30-34 years","30-34",5,Not Applicable,Not Applicable
,"Chlamydia","274","2000","2000","Black or African American","2054-5","Unknown","U","35-39 years","35-39",2,Not Applicable,Not Applicable
,"Chlamydia","274","2000","2000","Black or African American","2054-5","Unknown","U","40+ years","40+",2,Not Applicable,Not Applicable
,"Chlamydia","274","2000","2000","Black or African American","2054-5","Unknown","U","Unknown","99",4,Not Applicable,Not Applicable
,"Chlamydia","274","2000","2000","Hispanic","Hispanic","Female","F","0-14 years","0-14",1607,5168834,31.09
,"Chlamydia","274","2000","2000","Hispanic","Hispanic","Female","F","15-19 years","15-19",26423,1486384,1777.67
,"Chlamydia","274","2000","2000","Hispanic","Hispanic","Female","F","20-24 years","20-24",27232,1547005,1760.30
,"Chlamydia","274","2000","2000","Hispanic","Hispanic","Female","F","25-29 years","25-29",11773,1573352,748.27
,"Chlamydia","274","2000","2000","Hispanic","Hispanic","Female","F","30-34 years","30-34",4959,1479151,335.26
,"Chlamydia","274","2000","2000","Hispanic","Hispanic","Female","F","35-39 years","35-39",1968,1366613,144.01
,"Chlamydia","274","2000","2000","Hispanic","Hispanic","Female","F","40+ years","40+",1286,4699367,27.37
,"Chlamydia","274","2000","2000","Hispanic","Hispanic","Female","F","Unknown","99",424,Not Applicable,Not Applicable
,"Chlamydia","274","2000","2000","Hispanic","Hispanic","Male","M","0-14 years","0-14",240,5405977,4.44
,"Chlamydia","274","2000","2000","Hispanic","Hispanic","Male","M","15-19 years","15-19",4975,1684330,295.37
,"Chlamydia","274","2000","2000","Hispanic","Hispanic","Male","M","20-24 years","20-24",7357,1896453,387.94
,"Chlamydia","274","2000","2000","Hispanic","Hispanic","Male","M","25-29 years","25-29",3769,1851738,203.54
,"Chlamydia","274","2000","2000","Hispanic","Hispanic","Male","M","30-34 years","30-34",1720,1694568,101.50
,"Chlamydia","274","2000","2000","Hispanic","Hispanic","Male","M","35-39 years","35-39",779,1495929,52.07
,"Chlamydia","274","2000","2000","Hispanic","Hispanic","Male","M","40+ years","40+",589,4336901,13.58
,"Chlamydia","274","2000","2000","Hispanic","Hispanic","Male","M","Unknown","99",120,Not Applicable,Not Applicable
,"Chlamydia","274","2000","2000","Hispanic","Hispanic","Unknown","U","0-14 years","0-14",3,Not Applicable,Not Applicable
,"Chlamydia","274","2000","2000","Hispanic","Hispanic","Unknown","U","15-19 years","15-19",12,Not Applicable,Not Applicable
,"Chlamydia","274","2000","2000","Hispanic","Hispanic","Unknown","U","20-24 years","20-24",8,Not Applicable,Not Applicable
,"Chlamydia","274","2000","2000","Hispanic","Hispanic","Unknown","U","25-29 years","25-29",6,Not Applicable,Not Applicable
,"Chlamydia","274","2000","2000","Hispanic","Hispanic","Unknown","U","30-34 years","30-34",3,Not Applicable,Not Applicable
,"Chlamydia","274","2000","2000","Hispanic","Hispanic","Unknown","U","Unknown","99",1,Not Applicable,Not Applicable
,"Chlamydia","274","2000","2000","White","2106-3","Female","F","0-14 years","0-14",2576,18126659,14.21
,"Chlamydia","274","2000","2000","White","2106-3","Female","F","15-19 years","15-19",53473,6344322,842.85
,"Chlamydia","274","2000","2000","White","2106-3","Female","F","20-24 years","20-24",43876,5887040,745.30
,"Chlamydia","274","2000","2000","White","2106-3","Female","F","25-29 years","25-29",12282,5975168,205.55
,"Chlamydia","274","2000","2000","White","2106-3","Female","F","30-34 years","30-34",4240,6734399,62.96
,"Chlamydia","274","2000","2000","White","2106-3","Female","F","35-39 years","35-39",1880,7855149,23.93
,"Chlamydia","274","2000","2000","White","2106-3","Female","F","40+ years","40+",1439,49938680,2.88
,"Chlamydia","274","2000","2000","White","2106-3","Female","F","Unknown","99",666,Not Applicable,Not Applicable
,"Chlamydia","274","2000","2000","White","2106-3","Male","M","0-14 years","0-14",167,19136751,0.87
,"Chlamydia","274","2000","2000","White","2106-3","Male","M","15-19 years","15-19",5826,6655109,87.54
,"Chlamydia","274","2000","2000","White","2106-3","Male","M","20-24 years","20-24",10215,6028651,169.44
,"Chlamydia","274","2000","2000","White","2106-3","Male","M","25-29 years","25-29",4243,6068299,69.92
,"Chlamydia","274","2000","2000","White","2106-3","Male","M","30-34 years","30-34",1952,6820289,28.62
,"Chlamydia","274","2000","2000","White","2106-3","Male","M","35-39 years","35-39",1240,7871508,15.75
,"Chlamydia","274","2000","2000","White","2106-3","Male","M","40+ years","40+",1316,44073856,2.99
,"Chlamydia","274","2000","2000","White","2106-3","Male","M","Unknown","99",159,Not Applicable,Not Applicable
,"Chlamydia","274","2000","2000","White","2106-3","Unknown","U","15-19 years","15-19",11,Not Applicable,Not Applicable
,"Chlamydia","274","2000","2000","White","2106-3","Unknown","U","20-24 years","20-24",3,Not Applicable,Not Applicable
,"Chlamydia","274","2000","2000","White","2106-3","Unknown","U","25-29 years","25-29",2,Not Applicable,Not Applicable
,"Chlamydia","274","2000","2000","White","2106-3","Unknown","U","30-34 years","30-34",1,Not Applicable,Not Applicable
,"Chlamydia","274","2000","2000","White","2106-3","Unknown","U","40+ years","40+",1,Not Applicable,Not Applicable
,"Chlamydia","274","2000","2000","White","2106-3","Unknown","U","Unknown","99",1,Not Applicable,Not Applicable
,"Chlamydia","274","2001","2001","Black or African American","2054-5","Female","F","0-14 years","0-14",5969,4660487,128.08
,"Chlamydia","274","2001","2001","Black or African American","2054-5","Female","F","15-19 years","15-19",84826,1475964,5747.16
,"Chlamydia","274","2001","2001","Black or African American","2054-5","Female","F","20-24 years","20-24",71153,1421182,5006.61
,"Chlamydia","274","2001","2001","Black or African American","2054-5","Female","F","25-29 years","25-29",22022,1314509,1675.30
,"Chlamydia","274","2001","2001","Black or African American","2054-5","Female","F","30-34 years","30-34",7720,1394900,553.45
,"Chlamydia","274","2001","2001","Black or African American","2054-5","Female","F","35-39 years","35-39",3302,1492078,221.30
,"Chlamydia","274","2001","2001","Black or African American","2054-5","Female","F","40+ years","40+",2401,6958335,34.51
,"Chlamydia","274","2001","2001","Black or African American","2054-5","Female","F","Unknown","99",668,Not Applicable,Not Applicable
,"Chlamydia","274","2001","2001","Black or African American","2054-5","Male","M","0-14 years","0-14",597,4807564,12.42
,"Chlamydia","274","2001","2001","Black or African American","2054-5","Male","M","15-19 years","15-19",16515,1521978,1085.10
,"Chlamydia","274","2001","2001","Black or African American","2054-5","Male","M","20-24 years","20-24",22503,1361939,1652.28
,"Chlamydia","274","2001","2001","Black or African American","2054-5","Male","M","25-29 years","25-29",10252,1196580,856.77
,"Chlamydia","274","2001","2001","Black or African American","2054-5","Male","M","30-34 years","30-34",5143,1249591,411.57
,"Chlamydia","274","2001","2001","Black or African American","2054-5","Male","M","35-39 years","35-39",2792,1322755,211.07
,"Chlamydia","274","2001","2001","Black or African American","2054-5","Male","M","40+ years","40+",2791,5499717,50.75
,"Chlamydia","274","2001","2001","Black or African American","2054-5","Male","M","Unknown","99",235,Not Applicable,Not Applicable
,"Chlamydia","274","2001","2001","Black or African American","2054-5","Unknown","U","0-14 years","0-14",3,Not Applicable,Not Applicable
,"Chlamydia","274","2001","2001","Black or African American","2054-5","Unknown","U","15-19 years","15-19",21,Not Applicable,Not Applicable
,"Chlamydia","274","2001","2001","Black or African American","2054-5","Unknown","U","20-24 years","20-24",9,Not Applicable,Not Applicable
,"Chlamydia","274","2001","2001","Black or African American","2054-5","Unknown","U","25-29 years","25-29",4,Not Applicable,Not Applicable
,"Chlamydia","274","2001","2001","Black or African American","2054-5","Unknown","U","30-34 years","30-34",1,Not Applicable,Not Applicable
,"Chlamydia","274","2001","2001","Black or African American","2054-5","Unknown","U","Unknown","99",3,Not Applicable,Not Applicable
,"Chlamydia","274","2001","2001","Hispanic","Hispanic","Female","F","0-14 years","0-14",1734,5333046,32.51
,"Chlamydia","274","2001","2001","Hispanic","Hispanic","Female","F","15-19 years","15-19",28802,1504514,1914.37
,"Chlamydia","274","2001","2001","Hispanic","Hispanic","Female","F","20-24 years","20-24",30764,1583079,1943.30
,"Chlamydia","274","2001","2001","Hispanic","Hispanic","Female","F","25-29 years","25-29",13454,1639212,820.76
,"Chlamydia","274","2001","2001","Hispanic","Hispanic","Female","F","30-34 years","30-34",5471,1565606,349.45
,"Chlamydia","274","2001","2001","Hispanic","Hispanic","Female","F","35-39 years","35-39",2363,1432431,164.96
,"Chlamydia","274","2001","2001","Hispanic","Hispanic","Female","F","40+ years","40+",1455,4991789,29.15
,"Chlamydia","274","2001","2001","Hispanic","Hispanic","Female","F","Unknown","99",394,Not Applicable,Not Applicable
,"Chlamydia","274","2001","2001","Hispanic","Hispanic","Male","M","0-14 years","0-14",268,5582368,4.80
,"Chlamydia","274","2001","2001","Hispanic","Hispanic","Male","M","15-19 years","15-19",5777,1666711,346.61
,"Chlamydia","274","2001","2001","Hispanic","Hispanic","Male","M","20-24 years","20-24",8726,1953125,446.77
,"Chlamydia","274","2001","2001","Hispanic","Hispanic","Male","M","25-29 years","25-29",4447,1960789,226.80
,"Chlamydia","274","2001","2001","Hispanic","Hispanic","Male","M","30-34 years","30-34",2081,1799341,115.65
,"Chlamydia","274","2001","2001","Hispanic","Hispanic","Male","M","35-39 years","35-39",903,1582911,57.05
,"Chlamydia","274","2001","2001","Hispanic","Hispanic","Male","M","40+ years","40+",681,4637369,14.69
,"Chlamydia","274","2001","2001","Hispanic","Hispanic","Male","M","Unknown","99",131,Not Applicable,Not Applicable
,"Chlamydia","274","2001","2001","Hispanic","Hispanic","Unknown","U","15-19 years","15-19",4,Not Applicable,Not Applicable
,"Chlamydia","274","2001","2001","Hispanic","Hispanic","Unknown","U","20-24 years","20-24",10,Not Applicable,Not Applicable
,"Chlamydia","274","2001","2001","Hispanic","Hispanic","Unknown","U","25-29 years","25-29",4,Not Applicable,Not Applicable
,"Chlamydia","274","2001","2001","Hispanic","Hispanic","Unknown","U","30-34 years","30-34",1,Not Applicable,Not Applicable
,"Chlamydia","274","2001","2001","White","2106-3","Female","F","0-14 years","0-14",2578,18011102,14.31
,"Chlamydia","274","2001","2001","White","2106-3","Female","F","15-19 years","15-19",56911,6341659,897.41
,"Chlamydia","274","2001","2001","White","2106-3","Female","F","20-24 years","20-24",50235,6063773,828.45
,"Chlamydia","274","2001","2001","White","2106-3","Female","F","25-29 years","25-29",13551,5771596,234.79
,"Chlamydia","274","2001","2001","White","2106-3","Female","F","30-34 years","30-34",4795,6697249,71.60
,"Chlamydia","274","2001","2001","White","2106-3","Female","F","35-39 years","35-39",2073,7612865,27.23
,"Chlamydia","274","2001","2001","White","2106-3","Female","F","40+ years","40+",1590,50618256,3.14
,"Chlamydia","274","2001","2001","White","2106-3","Female","F","Unknown","99",659,Not Applicable,Not Applicable
,"Chlamydia","274","2001","2001","White","2106-3","Male","M","0-14 years","0-14",169,18997003,0.89
,"Chlamydia","274","2001","2001","White","2106-3","Male","M","15-19 years","15-19",6237,6688144,93.25
,"Chlamydia","274","2001","2001","White","2106-3","Male","M","20-24 years","20-24",12277,6205954,197.83
,"Chlamydia","274","2001","2001","White","2106-3","Male","M","25-29 years","25-29",5001,5867125,85.24
,"Chlamydia","274","2001","2001","White","2106-3","Male","M","30-34 years","30-34",2391,6784792,35.24
,"Chlamydia","274","2001","2001","White","2106-3","Male","M","35-39 years","35-39",1438,7637196,18.83
,"Chlamydia","274","2001","2001","White","2106-3","Male","M","40+ years","40+",1561,44817047,3.48
,"Chlamydia","274","2001","2001","White","2106-3","Male","M","Unknown","99",169,Not Applicable,Not Applicable
,"Chlamydia","274","2001","2001","White","2106-3","Unknown","U","0-14 years","0-14",1,Not Applicable,Not Applicable
,"Chlamydia","274","2001","2001","White","2106-3","Unknown","U","15-19 years","15-19",14,Not Applicable,Not Applicable
,"Chlamydia","274","2001","2001","White","2106-3","Unknown","U","20-24 years","20-24",13,Not Applicable,Not Applicable
,"Chlamydia","274","2001","2001","White","2106-3","Unknown","U","25-29 years","25-29",1,Not Applicable,Not Applicable
,"Chlamydia","274","2001","2001","White","2106-3","Unknown","U","Unknown","99",7,Not Applicable,Not Applicable
,"Chlamydia","274","2002","2002","Black or African American","2054-5","Female","F","0-14 years","0-14",6224,4680367,132.98
,"Chlamydia","274","2002","2002","Black or African American","2054-5","Female","F","15-19 years","15-19",88894,1491961,5958.20
,"Chlamydia","274","2002","2002","Black or African American","2054-5","Female","F","20-24 years","20-24",75285,1457446,5165.54
,"Chlamydia","274","2002","2002","Black or African American","2054-5","Female","F","25-29 years","25-29",23732,1306663,1816.23
,"Chlamydia","274","2002","2002","Black or African American","2054-5","Female","F","30-34 years","30-34",8520,1402937,607.30
,"Chlamydia","274","2002","2002","Black or African American","2054-5","Female","F","35-39 years","35-39",3457,1469838,235.20
,"Chlamydia","274","2002","2002","Black or African American","2054-5","Female","F","40+ years","40+",2668,7144465,37.34
,"Chlamydia","274","2002","2002","Black or African American","2054-5","Female","F","Unknown","99",694,Not Applicable,Not Applicable
,"Chlamydia","274","2002","2002","Black or African American","2054-5","Male","M","0-14 years","0-14",742,4828985,15.37
,"Chlamydia","274","2002","2002","Black or African American","2054-5","Male","M","15-19 years","15-19",18780,1541764,1218.09
,"Chlamydia","274","2002","2002","Black or African American","2054-5","Male","M","20-24 years","20-24",25868,1417125,1825.39
,"Chlamydia","274","2002","2002","Black or African American","2054-5","Male","M","25-29 years","25-29",12102,1192259,1015.05
,"Chlamydia","274","2002","2002","Black or African American","2054-5","Male","M","30-34 years","30-34",6126,1259121,486.53
,"Chlamydia","274","2002","2002","Black or African American","2054-5","Male","M","35-39 years","35-39",3228,1303238,247.69
,"Chlamydia","274","2002","2002","Black or African American","2054-5","Male","M","40+ years","40+",3256,5649024,57.64
,"Chlamydia","274","2002","2002","Black or African American","2054-5","Male","M","Unknown","99",383,Not Applicable,Not Applicable
,"Chlamydia","274","2002","2002","Black or African American","2054-5","Unknown","U","0-14 years","0-14",4,Not Applicable,Not Applicable
,"Chlamydia","274","2002","2002","Black or African American","2054-5","Unknown","U","15-19 years","15-19",47,Not Applicable,Not Applicable
,"Chlamydia","274","2002","2002","Black or African American","2054-5","Unknown","U","20-24 years","20-24",30,Not Applicable,Not Applicable
,"Chlamydia","274","2002","2002","Black or African American","2054-5","Unknown","U","25-29 years","25-29",11,Not Applicable,Not Applicable
,"Chlamydia","274","2002","2002","Black or African American","2054-5","Unknown","U","30-34 years","30-34",2,Not Applicable,Not Applicable
,"Chlamydia","274","2002","2002","Black or African American","2054-5","Unknown","U","35-39 years","35-39",4,Not Applicable,Not Applicable
